phrase,concordance_score,frequency,uniqueness,wiki_score,total
unlabeled data,5.377749684972926,0.6314516574767128,0.8191198433917417,2.08003124509971,1.7037499204686406
context-free grammars,3.9132784270634295,0.7897774064717038,0.8380389656096601,2.2473572358122755,1.6333840973398344
role-based access,3.7801446763443844,0.11689297324299211,0.7910322234836007,2.08003124509971,1.5276087848001927
shared-memory multiprocessors,2.7742452264671544,0.31480015948673085,0.8380389656096601,2.2473572358122755,1.514731004810357
denial-of-service attacks,5.377749684972926,0.15647441049173985,0.3068482264142559,2.08003124509971,1.4940915012077964
machine learning,1.3187427339166833,19.551378662378138,0.5730257228494323,2.2473572358122755,1.455541243480133
human-robot interaction,4.540908966167499,1.7001504631929023,0.29273165060550194,1.9127052543871441,1.3532671632457374
multi-agent systems,0.26767976375680974,10.88304390490238,0.7926330722866555,2.2473572358122755,1.3515945386642771
congruential generator,5.377749684972926,-0.04143277575199889,0.10150298449515631,1.9127052543871441,1.343043936292693
feedforward networks,2.4488071691539326,0.03773009874549661,0.6443362604400488,2.08003124509971,1.3350050201187518
interprocedural analysis,1.1935460909457924,0.03773009874549661,0.7470816472542827,2.2473572358122755,1.3175074633086576
human-computer interaction,3.9830151536305483,2.9271750179040823,0.29273165060550194,1.9127052543871441,1.3097480275391542
triangular meshes,0.49617882527460344,0.2752187222379831,0.8380389656096601,2.2473572358122755,1.2865285503186144
software development,0.22613447984448357,3.8771295118740285,0.7837556380151707,2.2473572358122755,1.2738298926341671
data-flow analysis,3.9132784270634295,-0.0018513385032511399,0.7470816472542827,1.4107272822494479,1.2544329011228026
multilayer perceptrons,1.472492997214268,0.6710330947254606,0.8380389656096601,1.9127052543871441,1.254257318667403
operating systems,1.5701244144082347,1.066847467212938,0.6079533330978972,2.08003124509971,1.2428747473919959
feature selection,-0.21386784522697058,15.63281637475211,0.49851348765270764,2.2473572358122755,1.2332896686108175
unsupervised learning,1.472492997214268,2.0959648356803795,0.7406782520420642,1.9127052543871441,1.229562350649914
exploiting parallelism,-0.25483207621744597,0.15647441049173985,0.8380389656096601,2.2473572358122755,1.2102400170519472
botnet detection,3.425121341093597,0.15647441049173985,0.24747128899186566,1.9127052543871441,1.208147495565881
dimensionality reduction,4.206172678645329,3.8771295118740285,0.4379722965553687,1.4107272822494479,1.1988683945051997
multiprocessor systems,0.925757060928056,0.7897774064717038,0.7926330722866555,1.9127052543871441,1.1826088108270425
multiagent systems,2.674110439601548,2.9271750179040823,0.7926330722866555,1.4107272822494479,1.1780269359536368
security requirements,0.029245960433894453,0.5127073457304696,0.6747523876980864,2.2473572358122755,1.176895518904839
programming language,0.6490955028073222,0.23563728498923536,0.5177236732893632,2.2473572358122755,1.17329828677128
network classifiers,-0.46965612478377644,-0.08101421300074664,0.7930696674147616,2.2473572358122755,1.1683950066824298
software security,-0.4178174207965717,0.19605584774048762,0.7726952281031567,2.2473572358122755,1.1681998019639206
biometric systems,1.322290816915858,0.5522887829792174,0.7926330722866555,1.7453792636745784,1.1529569039058716
