term,autophrase_rank,my_rank
information retrieval,0.9995007488766849
programming languages,0.99900149775337
knowledge management,0.9985022466300549
relational database,0.9980029955067399
data mining,0.9975037443834248
data acquisition,0.9970044932601099
query language,0.9965052421367948
relational databases,0.9960059910134798
concurrency control,0.9955067398901648
programming language,0.9950074887668497
database systems,0.9945082376435347
virtual reality,0.9940089865202196
natural language,0.9935097353969047
object oriented,0.9930104842735896
database design,0.9925112331502746
data quality,0.9920119820269595
logic programming,0.9915127309036446
transaction processing,0.9910134797803295
artificial intelligence,0.9905142286570144,0.5172241637543684
petri nets,0.9900149775336995,0.9585621567648527
tcp ip,0.9895157264103844
database management,0.9890164752870694
machine learning,0.9885172241637543,0.9490763854218672
web applications,0.9880179730404394
neural networks,0.9875187219171243,0.9905142286570144
data integration,0.9870194707938093
data structures,0.9865202196704943
natural language processing,0.9860209685471792
database management systems,0.9855217174238642
open source,0.9850224663005491
distributed database,0.9845232151772342
data management,0.9840239640539191
semantic web,0.9835247129306041
software development,0.9830254618072891
information technology,0.982526210683974
expert systems,0.982026959560659
data warehousing,0.9815277084373439
data warehouse,0.981028457314029
world wide web,0.9805292061907139
data modeling,0.9800299550673989
knowledge discovery,0.9795307039440839
information extraction,0.9790314528207689
query processing,0.9785322016974538
modeling language,0.9780329505741387
business process,0.9775336994508238
user interface,0.9770344483275087
active database,0.9765351972041937
image registration,0.9760359460808787
object database,0.9755366949575637
electronic commerce,0.9750374438342486
moving objects,0.9745381927109336
modern compiler,0.9740389415876186
query optimization,0.9735396904643036
object oriented programming,0.9730404393409885
chance discovery,0.9725411882176735
integrity constraints,0.9720419370943585
data model,0.9715426859710434
logic programs,0.9710434348477284
information modeling,0.9705441837244134
management systems,0.9700449326010984
information systems,0.9695456814777833
case study,0.9690464303544682
temporal logic,0.9685471792311533
reference manual,0.9680479281078382
eine einführung,0.9675486769845232
human body,0.9670494258612082
multimedia databases,0.9665501747378932
relational model,0.9660509236145781
structured light,0.9655516724912631
multidimensional databases,0.9650524213679481
multiple range images,0.964553170244633
indexing techniques,0.964053919121318
theorem proving,0.963554667998003
range image registration,0.963055416874688
virtual environments,0.9625561657513729
image sequences,0.9620569146280579
data types,0.9615576635047429
data models,0.9610584123814279
wide web,0.9605591612581128
support systems,0.9600599101347977
agent based,0.9595606590114828
object relational,0.9590614078881677
based approach,0.9585621567648527
range images,0.9580629056415377
high performance,0.9575636545182227
optical flow,0.9570644033949076
oriented database,0.9565651522715926
iterative closest,0.9560659011482776
object oriented database systems,0.9555666500249625
oriented programming,0.9550673989016475
surface model,0.9545681477783325
multiple range,0.9540688966550175
object oriented databases,0.9535696455317024
image based,0.9530703944083874
component based,0.9525711432850724
knowledge based,0.9520718921617574
e commerce,0.9515726410384423
world wide,0.9510733899151274
motion estimation,0.9505741387918123
multiple view,0.9500748876684972
feature based,0.9495756365451822
data structure,0.9490763854218672
content based,0.9485771342985522
web based,0.9480778831752371
pose estimation,0.9475786320519222
range data,0.9470793809286071
cardinality constraints,0.946580129805292
decision support,0.946080878681977
web anwendungen,0.945581627558662
multi agent,0.945082376435347
object oriented database,0.9445831253120319
ml,0.944083874188717
incomplete information,0.9435846230654019
multi resolution,0.9430853719420869
tcp,0.9425861208187718
gis,0.9420868696954569
lisp,0.9415876185721418
tla,0.9410883674488267
tk,0.9405891163255118
color images,0.9400898652021967
gaussian,0.9395906140788817
ip,0.9390913629555666
range image,0.9385921118322517
tcl,0.9380928607089366
model based,0.9375936095856215
web,0.9370943584623066
db2,0.9365951073389915
fundamentals,0.9360958562156765
free form,0.9355966050923614
induction,0.9350973539690465
algebra,0.9345981028457314
truth,0.9340988517224164
warehousing,0.9335996005991014
fuzzy,0.9331003494757864
music,0.9326010983524713
sql,0.9321018472291562
petri,0.9316025961058413,0.49326010983524715
neural,0.9311033449825262
net,0.9306040938592112
university,0.9301048427358961
view synthesis,0.9296055916125812
wireless,0.9291063404892661
symbolic,0.928607089365951
java,0.928107838242636
collaborative,0.927608587119321
nets,0.927109335996006
ontology,0.9266100848726909
xml,0.926110833749376
management,0.9256115826260609
bayesian,0.9251123315027459,0.8771842236645032
einführung,0.9246130803794308
warehouse,0.9241138292561158
chance,0.9236145781328008
anwendungen,0.9231153270094857,0.2046929605591613
logic,0.9226160758861708
engine,0.9221168247628557
introduction,0.9216175736395407
libraries,0.9211183225162256
prediction,0.9206190713929107
allocation,0.9201198202695956
genome,0.9196205691462805
commerce,0.9191213180229656
programming,0.9186220668996505
mining,0.9181228157763355
privacy,0.9176235646530204
harmonic,0.9171243135297055
dynamics,0.9166250624063904
database,0.9161258112830754
oriented database systems,0.9156265601597604
operating,0.9151273090364453
media,0.9146280579131303
multimedia,0.9141288067898152
design,0.9136295556665003
shared,0.9131303045431852
link,0.9126310534198702
community,0.9121318022965552
mobile,0.9116325511732402
stochastic,0.9111333000499251
discovery,0.91063404892661
index structures,0.9101347978032951
extensible,0.90963554667998,0.181228157763355
ai,0.909136295556665
industry,0.90863704443335
intelligence,0.908137793310035
cryptography,0.9076385421867199
architecture,0.9071392910634049
factors,0.9066400399400899
differential,0.9061407888167748
education,0.9056415376934598
educational,0.9051422865701448
client,0.9046430354468298
systems,0.9041437843235147
ontology based,0.9036445332001997
systematic,0.9031452820768847
visual hull,0.9026460309535697
internet,0.9021467798302546
graphics hardware,0.9016475287069396
relational,0.9011482775836246
ratio,0.9006490264603095
overview,0.9001497753369945
machine,0.8996505242136795
gpu,0.8991512730903645,0.9570644033949076
teaching,0.8986520219670494
signature,0.8981527708437345
foundations,0.8976535197204194
mesh model,0.8971542685971043
protein,0.8966550174737893
algorithms,0.8961557663504743
olap,0.8956565152271593,0.7024463305042437
automata,0.8951572641038442,0.963055416874688
learning,0.8946580129805292
solving,0.8941587618572142
library,0.8936595107338992
scalable,0.8931602596105841
concurrency,0.892661008487269,0.9016475287069396
life,0.8921617573639541
scientific,0.891662506240639
speech,0.891163255117324
wavelet,0.890664003994009,0.9625561657513729
algebraic,0.890164752870694
knowledge,0.8896655017473789
spherical,0.8891662506240638
transmission,0.8886669995007489
compiler,0.8881677483774338
paradigm,0.8876684972541188
chain,0.8871692461308038
communicating,0.8866699950074888
index,0.8861707438841737
language,0.8856714927608587
analysis,0.8851722416375437
pages,0.8846729905142287
modeling,0.8841737393909136
numerical,0.8836744882675986
theory,0.8831752371442836
video sequences,0.8826759860209685
scheduling,0.8821767348976535
server,0.8816774837743385
security,0.8811782326510235
agent,0.8806789815277084
databases,0.8801797304043935
government,0.8796804792810784
projective,0.8791812281577633,0.06889665501747377
equation,0.8786819770344483
machines,0.8781827259111333
services,0.8776834747878183
block,0.8771842236645032
resources,0.8766849725411883
embedded,0.8761857214178732
acm,0.8756864702945582
protocol,0.8751872191712431
automation,0.8746879680479281
online,0.8741887169246131
distributed,0.873689465801298
deductive,0.8731902146779831
association,0.872690963554668
geographic,0.872191712431353
policy,0.8716924613080379
deterministic,0.871193210184723,0.8537194208686969
approach,0.8706939590614079
reality,0.8701947079380928
sequential,0.8696954568147779
notion,0.8691962056914628
infinite,0.8686969545681478
coverage,0.8681977034448327
equations,0.8676984523215177
models,0.8671992011982027
image data,0.8666999500748876
robot,0.8662006989515727
open,0.8657014478282576
transaction,0.8652021967049426
edition,0.8647029455816275
fusion,0.8642036944583125
probabilistic,0.8637044433349975,0.9395906140788817
action,0.8632051922116825
specular,0.8627059410883675
transfer,0.8622066899650525
resource,0.8617074388417374
high resolution,0.8612081877184223
enterprise,0.8607089365951073
urban,0.8602096854717923
intelligent,0.8597104343484773
software,0.8592111832251623
standards,0.8587119321018473
icp,0.8582126809785322
layer,0.8577134298552171
guide,0.8572141787319021
expert,0.8567149276085871
response,0.8562156764852721
decision,0.8557164253619571
theorem,0.8552171742386421
artificial,0.854717923115327
testing,0.854218671992012
digital,0.8537194208686969
c + +,0.853220169745382
multi,0.8527209186220669
metric,0.8522216674987518
production,0.8517224163754369
cardinality,0.8512231652521218,0.5431852221667499
networks,0.8507239141288068
finite,0.8502246630054917
nonlinear,0.8497254118821768
engineering,0.8492261607588617
pattern,0.8487269096355466
dimensional,0.8482276585122317
service,0.8477284073889166
imagery,0.8472291562656016
curve,0.8467299051422865
object,0.8462306540189716
chapter,0.8457314028956565
experimental,0.8452321517723415
data sets,0.8447329006490265
based,0.8442336495257114
high level,0.8437343984023964
modern,0.8432351472790813
generalized,0.8427358961557664
business,0.8422366450324513
signatures,0.8417373939091363
group,0.8412381427858213
control,0.8407388916625063
active,0.8402396405391912
conceptual,0.8397403894158761
abstract,0.8392411382925612
reasoning,0.8387418871692461
stream,0.8382426360459311
public,0.8377433849226161
output,0.8372441337993011
dbms,0.836744882675986,0.26360459311033446
clustering,0.836245631552671
calculus,0.835746380429356
interpretation,0.835247129306041
erp,0.8347478781827259
path,0.8342486270594109
view stereo,0.8337493759360959
temporal,0.8332501248127808
platform,0.8327508736894658
transform,0.8322516225661507
principal,0.8317523714428358
property,0.8312531203195207
virtual,0.8307538691962058
range,0.8302546180728907
addition,0.8297553669495756
network,0.8292561158262606
disk,0.8287568647029455
data,0.8282576135796306
multiple views,0.8277583624563155
development,0.8272591113330006
large scale,0.8267598602096855
parallel,0.8262606090863704
product,0.8257613579630554
object oriented data,0.8252621068397403
technology,0.8247628557164254
preface,0.8242636045931103
practice,0.8237643534697954
semantic,0.8232651023464803
shading,0.8227658512231653
multi camera,0.8222666000998502
autonomous,0.8217673489765351
david,0.8212680978532202
empirical,0.8207688467299051
model,0.8202695956065901
storage,0.8197703444832751
automated,0.8192710933599601
body shape,0.818771842236645
hardware,0.81827259111333
hull,0.817773339990015
cad,0.8172740888666999
checking,0.8167748377433849
axis,0.8162755866200699
industrial,0.8157763354967549
integration,0.8152770843734398
reconstruction,0.8147778332501248
cloud,0.8142785821268098
project,0.8137793310034948
collection,0.8132800798801797
retrieval,0.8127808287568647
semantics,0.8122815776335497
programs,0.8117823265102346
style,0.8112830753869196
proof,0.8107838242636046
applications,0.8102845731402896
optimization,0.8097853220169745
science,0.8092860708936596
mathematical,0.8087868197703445
computing,0.8082875686470294
review,0.8077883175237144
environments,0.8072890664003994
3rd,0.8067898152770844
medical,0.8062905641537693
laser,0.8057913130304544
analyse,0.8052920619071393
systemen,0.8047928107838243,0.28507239141288065
indexing,0.8042935596605092
scan,0.8037943085371942
capable,0.8032950574138792
rely,0.8027958062905641
topology,0.8022965551672492
construction,0.8017973040439341
document,0.8012980529206191
die,0.800798801797304
